state_code,zip_code,city,name,labels,founded_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,relationships,funding_rounds,funding_total_usd,milestones,category_code,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,has_RoundABCD,has_Investor,has_Seed
NY,11101,Long Island City,Songza,1,11/1/2007,9/19/2011,9/10/2013,3.8849,5.863,9,2,6700000,4,music,1,0,0,0,0,0,8.0,1,0,1,1
CA,94065,Redwood City,Bigfoot Networks,1,1/1/2006,3/6/2006,11/17/2009,0.1753,3.8795,12,3,20750000,2,hardware,1,0,1,1,0,0,2.3333,1,1,1,0
CA,94105,San Francisco,Kongregate,1,1/1/2006,3/1/2007,7/2/2013,1.1616,7.5041,5,4,19000000,0,games_video,0,0,1,1,1,0,2.0,1,1,0,0
CA,94107,San Francisco,Powerset,1,10/1/2006,5/1/2006,6/1/2007,-0.4192,0.6658,20,3,22500000,0,search,1,0,1,0,0,0,4.0,1,1,1,0
CA,94104,San Francisco,Kiptronic,1,5/1/2005,11/1/2005,6/5/2008,0.5041,3.0986,10,3,7300000,3,advertising,0,1,1,1,0,0,2.0,1,1,1,0
WA,98104,Seattle,Cozi Group,0,3/3/2005,12/1/2005,12/27/2012,0.7479,7.8247,16,7,26390819,3,web,1,0,1,1,0,0,1.3333,1,1,1,0
WA,98007,Bellevue,Likewise Software,1,11/1/2004,4/30/2009,4/30/2009,4.4959,4.4959,4,1,10000000,0,software,0,0,0,0,1,0,3.0,1,1,0,0
NY,10011,NY,Lifestander,0,9/1/2010,10/2/2010,10/2/2010,0.0849,0.0849,1,1,31000,1,web,0,1,0,0,0,0,2.0,0,0,1,1
CA,94025,Menlo Park,Jaxtr,1,10/1/2005,7/1/2007,6/23/2008,1.7479,2.7288,16,3,21500000,4,mobile,0,0,1,1,0,0,3.3333,1,1,0,0
CO,80112,Englewood,MX Logic,1,1/1/2002,11/7/2006,11/7/2006,4.8521,4.8521,5,1,4000000,1,security,0,0,0,0,0,0,5.0,1,0,0,0
CA,90275,Solana Beach,Metaplace,1,7/1/2006,1/1/2007,3/15/2010,0.5041,3.7068,5,3,9400000,4,games_video,1,0,1,1,0,0,4.0,1,1,1,0
NY,10004,New York,TravelMuse,1,4/16/2007,5/1/2007,6/1/2009,0.0411,2.1288,9,3,5600000,4,web,0,0,1,1,0,0,2.0,1,1,0,0
CA,94105,San Francisco,Jambool,1,8/1/2006,8/1/2008,8/17/2009,2.0027,3.0466,9,2,6000000,2,finance,0,0,1,1,0,0,2.5,1,1,0,0
GA,30309,NW Atlanta,Zipcar,1,10/31/2000,12/20/2002,12/15/2010,2.137,10.1288,35,4,60704370,3,transportation,1,0,0,1,0,1,2.0,1,1,1,0
CA,94107,San Francisco,Hitpost,1,4/1/2009,1/1/2010,4/26/2012,0.7534,3.0712,16,3,2000000,2,sports,0,1,0,0,0,0,3.6667,1,0,1,1
CA,94107,San Francisco,Home-Account,1,11/1/2008,4/16/2009,7/16/2009,0.4548,0.7041,5,2,1000000,3,finance,1,0,1,0,0,0,5.5,1,1,1,0
PA,19004,Bala Cynwyd,PayParade Pictures,0,10/17/2007,12/1/2008,3/13/2009,1.126,1.4055,3,2,200000,2,games_video,0,1,1,0,0,0,2.0,1,1,1,0
CA,94066,San Bruno,Planet Metrics,0,1/1/2007,11/12/2008,11/12/2008,1.8658,1.8658,2,1,2300000,2,cleantech,0,0,1,0,0,0,2.0,1,1,0,0
CA,94108,San Francisco,kwiry,0,1/1/2006,3/20/2008,3/20/2008,2.2164,2.2164,5,1,1000000,4,mobile,0,0,1,0,0,0,1.0,1,1,0,0
CA,94107,San Francisco,imeem,1,11/1/2003,9/1/2004,8/1/2009,0.8356,5.7534,13,5,24750000,3,music,1,1,1,1,0,0,2.4,1,1,1,0
IL,60201,Evanston,Amadesa,0,5/15/2005,12/3/2007,10/5/2011,2.5534,6.3945,15,2,12800000,1,software,0,0,1,1,0,0,2.0,1,1,0,0
CA,94043,Mountain View,Cast Iron Systems,1,1/1/2001,3/28/2005,7/29/2007,4.2384,6.5753,10,2,30500000,1,enterprise,0,0,0,0,0,1,4.5,1,1,0,0
CA,92010,Carlsbad,Aptera,0,1/1/2003,7/25/2008,7/13/2011,5.5671,8.5342,3,3,36300000,2,automotive,1,0,0,0,1,0,1.5,1,1,1,0
CA,94111,San Francisco,RentJuice,1,1/1/2008,3/4/2010,1/31/2011,2.1726,3.0849,7,3,6693782,3,real_estate,1,0,0,0,0,0,1.6667,1,0,1,1
CA,92121,San Diego,Verari Systems,0,1/1/1996,6/5/2007,6/5/2007,11.4329,11.4329,1,1,20000000,0,hardware,0,0,0,0,1,0,5.0,1,1,0,0
CA,95014,Cupertino,Parascale,1,1/1/2005,6/23/2008,6/23/2008,3.4767,3.4767,8,1,11370000,3,network_hosting,0,0,1,0,0,0,2.0,1,1,0,0
CA,90069,West Hollywood,Geni,1,6/1/2006,1/1/2007,1/19/2009,0.5863,2.6384,13,3,16500000,4,web,0,0,1,1,1,0,1.3333,1,1,0,0
CA,94111,San Franciso,Zentact,0,9/1/2008,9/1/2008,9/1/2008,0.0,0.0,3,1,250000,1,network_hosting,0,1,0,0,0,0,3.0,0,0,1,1
NY,10010,New York,Outside.in,1,8/1/2006,2/1/2007,12/8/2009,0.5041,3.3562,9,5,14400000,5,web,0,1,1,1,0,0,5.8,1,1,1,0
NY,10001,New York,Salesforce Buddy Media,1,9/1/2007,9/1/2007,8/15/2011,0.0,3.9562,24,5,90000000,3,enterprise,1,0,1,1,1,1,3.8,1,1,1,0
CA,94017,San Francisco,Vizu Corporation,1,2/14/2005,2/20/2006,4/9/2012,1.0164,7.1534,10,4,13075000,2,advertising,0,0,1,1,0,0,4.0,1,1,0,0
CA,94041,Mountain View,Zing Systems,1,6/1/2007,12/1/2006,1/1/2007,-0.4986,-0.4137,10,2,26000000,4,games_video,0,0,1,0,1,0,2.5,1,1,0,0
MA,1803,Burlington,DynamicOps,1,1/1/2008,2/28/2011,9/9/2011,3.1616,3.6904,6,2,16300000,2,enterprise,0,0,0,1,0,0,2.0,1,1,0,0
TX,78759,Austin,Movero Technology,1,1/1/2003,6/14/2007,3/23/2010,4.4521,7.2274,5,2,5992316,1,enterprise,1,0,1,0,0,0,2.0,0,1,1,0
CA,92130,San Diego,Elevation Pharmaceuticals,1,1/1/2007,1/21/2010,1/4/2012,3.0575,5.011,2,4,89400001,0,biotech,1,0,1,1,0,0,4.3333,1,1,1,0
CA,94303,Palo Alto,Punch Entertainment,0,5/10/2005,2/27/2006,2/27/2006,0.8027,0.8027,4,1,1200000,1,software,0,0,1,0,0,0,1.0,0,1,0,0
NY,10003,New York,Stickybits,0,1/1/2009,3/9/2010,5/19/2010,1.1836,1.3781,7,2,1900000,2,web,0,1,1,0,0,0,2.5,1,1,1,0
CA,94108,San Francisco,Ecast,0,1/1/1999,5/7/2008,5/26/2011,9.3534,12.4055,9,3,30300000,2,games_video,1,0,0,0,0,1,4.5,1,1,1,0
NY,10013,New York,lifeIO,0,8/29/2006,8/29/2008,8/29/2008,2.0027,2.0027,4,1,500000,0,web,0,1,0,0,0,0,5.0,0,0,1,1
CA,90405,Santa Monica,EdgeCast Networks,1,8/1/2006,8/1/2006,7/18/2013,0.0,6.9671,19,5,74000000,2,network_hosting,0,1,1,1,1,1,1.75,1,1,1,0
TX,75081,Richardson,Sirific Wireless,1,1/1/2000,2/12/2007,2/12/2007,7.1205,7.1205,3,1,18800000,0,semiconductor,0,0,0,0,1,0,7.0,1,1,0,0
MI,49464,Zeeland,Revetto,0,1/1/2009,5/1/2009,5/1/2009,0.3288,0.3288,3,1,20000,1,web,0,1,0,0,0,0,1.0,0,0,1,1
VA,20170,Herndon,ZoomSafer,1,1/1/2009,3/1/2009,3/7/2011,0.1616,2.1781,3,4,3350000,2,mobile,0,1,1,1,0,0,1.5,0,1,1,0
NJ,7652,Paramus,AkaRx,1,1/1/2005,1/7/2010,1/7/2010,5.0192,5.0192,1,1,26100000,0,biotech,1,0,0,0,0,0,2.0,1,0,1,1
PA,15213,Pittsburgh,Lama Lab,0,1/1/2009,5/31/2010,7/8/2011,1.411,2.5151,0,2,1213066,0,enterprise,1,0,0,0,0,0,1.0,1,0,1,1
CA,94306,Palo Alto,Buysight,1,1/1/2008,11/4/2008,3/21/2012,0.8438,4.2219,18,3,24030000,3,advertising,0,0,1,1,0,0,3.6667,1,1,0,0
CA,94110,San Francisco,TripIt,1,10/1/2006,4/1/2007,3/4/2010,0.4986,3.4247,14,3,13100000,5,travel,0,1,0,1,1,0,1.6667,1,1,1,0
NY,10010,New York,Pinch Media,1,4/1/2008,5/1/2008,1/6/2010,0.0822,1.7671,6,3,560001,5,software,1,1,0,0,0,0,3.5,1,0,1,1
MN,55311,Minneapolis,Enstratius,1,1/1/2009,11/7/2011,11/7/2011,2.8493,2.8493,7,1,3500000,3,enterprise,0,0,1,0,0,0,2.0,1,1,0,0
MA,2210,Boston,Jumptap,1,1/1/2005,3/1/2005,7/2/2012,0.1616,7.5041,45,7,121500000,3,mobile,1,0,1,1,1,1,4.5,1,1,1,0
CA,95134,San Jose,WiChorus,1,1/1/2005,12/22/2005,11/4/2008,0.9726,3.8438,18,4,42500000,1,mobile,1,0,1,1,1,0,2.5,1,1,1,0
NC,27713,Durham,Hatteras Networks,1,1/1/2000,6/8/2005,6/1/2006,5.4384,6.4192,26,2,36000000,1,software,1,0,0,0,0,1,3.5,1,1,1,0
CA,94111,San Francisco,Focus,0,8/1/2005,3/6/2008,3/6/2008,2.5973,2.5973,7,1,12170000,2,enterprise,0,0,0,0,1,0,3.0,1,1,0,0
NY,10005,New York,easy2comply (Dynasec),1,1/1/2002,10/2/2007,10/2/2007,5.7534,5.7534,4,1,1000000,2,software,0,0,1,0,0,0,3.0,1,1,0,0
CA,94107,San Francisco,Socialize,1,7/1/2008,11/1/2011,6/7/2012,3.337,3.937,5,3,1820000,4,mobile,0,1,0,0,0,0,1.0,0,0,1,1
WA,98033,Kirkland,Clearwire,1,10/1/2003,5/6/2008,2/27/2013,4.6,9.4164,19,4,5700000000,2,mobile,0,0,0,0,0,0,4.25,1,0,0,0
TX,75001,Addison,CREDANT Technologies,1,1/1/2001,12/20/2007,12/20/2007,6.9699,6.9699,6,1,5000000,2,security,0,0,0,0,1,0,5.0,1,1,0,0
NY,10001,New York,Exclusively.in,1,1/1/2010,11/3/2010,5/29/2011,0.8384,1.4055,4,2,18800000,1,fashion,0,0,1,1,0,0,2.5,1,1,0,0
CA,94043,Mountain View,Avidia,1,1/1/2003,5/6/2005,5/9/2006,2.3452,3.3534,3,2,72300000,0,advertising,0,0,0,1,1,0,4.5,1,1,0,0
CA,92612,Irvine,PayDivvy,1,3/6/2009,1/15/2009,4/27/2012,-0.1369999999999999,3.1452,3,3,1310000,4,social,0,1,0,0,0,0,1.0,0,0,1,1
MA,1801,Woburn,Octavian,0,1/1/2003,6/1/2005,10/10/2007,2.4164,4.7753,2,2,15000000,1,software,0,0,1,1,0,0,2.5,1,1,0,0
NY,10011,New York,KickApps,1,3/1/2004,6/1/2006,11/25/2008,2.2521,4.7397,22,3,39007789,5,enterprise,0,0,1,1,1,0,3.0,1,1,0,0
MA,1803,Burlington,Airwide Solutions,1,1/1/2004,1/25/2006,1/25/2006,2.0685,2.0685,3,1,25000000,1,software,0,0,0,0,0,1,5.0,1,1,0,0
MA,2210,Boston,Localocracy,1,1/1/2009,5/1/2009,2/4/2011,0.3288,2.0932,4,3,172500,2,web,0,1,0,0,0,0,1.0,0,0,1,1
NY,10013,New York City,Pixable,1,3/12/2009,11/10/2010,4/22/2011,1.6658,2.1123,23,2,6100000,2,social,0,0,1,1,0,0,1.0,1,1,0,0
CA,94939,Larkspur,mFoundry,1,1/1/2004,3/21/2006,12/5/2011,2.2192,7.9315,7,3,40300000,5,mobile,1,0,0,1,1,0,4.0,1,1,1,0
CA,90046,Los Angeles,Bevvy,0,1/8/2011,5/20/2011,5/20/2011,0.3616,0.3616,9,1,100000,3,ecommerce,0,1,0,0,0,0,1.0,0,0,1,1
WA,98104,Seattle,Livemocha,1,9/1/2007,1/1/2008,2/25/2013,0.3342,5.4904,14,5,19389998,2,education,1,0,1,1,1,0,1.5,1,1,1,0
CA,94066,San Bruno,IronPort Systems,1,1/1/2000,6/25/2002,10/25/2004,2.4822,4.8192,21,2,61500000,3,hardware,0,0,0,1,0,1,4.0,1,1,0,0
CA,94108,San Francisco,Crowdcast,1,1/1/2007,6/10/2010,6/10/2010,3.4411,3.4411,6,1,6000000,2,software,0,0,1,0,0,0,2.0,1,1,0,0
MA,2114,Boston,Where,1,1/1/2004,12/31/2003,1/1/2009,-0.0027,5.0055,23,4,19100000,6,mobile,0,0,1,1,1,0,2.5,1,1,0,0
NY,10003,New York,Pictela,1,10/17/2008,1/6/2009,11/6/2010,0.2219,2.0548,8,4,3499997,3,advertising,1,0,1,0,0,0,1.5,1,1,1,0
CA,94063,Redwood City,Grouply,1,3/1/2006,6/1/2007,1/14/2008,1.2521,1.874,13,3,2600000,2,network_hosting,0,1,1,0,0,0,3.6667,1,1,1,0
CA,94103,San Francisco,Storify,1,12/11/2009,7/1/2009,2/3/2011,-0.4466,1.1479,14,3,2023000,2,web,0,1,1,0,0,0,1.3333,1,1,1,0
CA,92618,Irvine,Axiom Microdevices,1,1/1/2002,2/8/2007,2/8/2007,5.1068,5.1068,3,1,25000000,0,semiconductor,1,0,0,0,0,0,4.0,1,0,1,1
CA,90404,Santa Monica,ShoeDazzle,1,3/1/2009,11/19/2009,10/3/2012,0.7205,3.5945,17,4,66000000,4,fashion,1,0,1,1,1,0,2.3333,1,1,1,0
NY,10016,New York,LiftDNA,1,9/1/2009,2/1/2011,2/11/2011,1.4192,1.4466,5,2,1000000,1,advertising,0,1,0,0,0,0,3.5,0,0,1,1
CA,94306,Palo Alto,Onavo,1,1/1/2010,5/1/2011,1/24/2012,1.3288,2.063,11,2,13000000,2,mobile,0,0,1,1,0,0,3.0,1,1,0,0
MA,2451,Waltham,Pyxis Mobile,0,1/1/1998,9/9/2005,1/10/2012,7.6932,14.0329,3,3,24150000,2,software,1,0,1,1,0,0,2.3333,1,1,1,0
CA,95051,Santa Clara,Link_A_Media Devices,0,1/1/2004,11/2/2009,3/20/2012,5.8411,8.2219,4,3,47218498,0,semiconductor,1,0,0,0,1,1,3.3333,1,1,1,0
MA,2451,Waltham,Guardium,1,1/1/2002,8/12/2005,5/17/2006,3.6137,4.3753,1,2,11800000,2,search,0,0,0,0,1,1,4.5,1,1,0,0
NV,89052,Henderson,Trooval,0,9/1/2008,4/7/2010,11/5/2010,1.5973,2.1781,2,2,2387481,1,analytics,1,0,0,0,0,0,1.0,1,0,1,1
MA,2116,Boston,Compete,1,1/1/2000,11/1/2000,8/1/2007,0.8356,7.5863,35,4,33000000,5,consulting,1,0,1,1,1,0,2.5,1,1,1,0
VA,22102,McLean,Rollstream,1,1/1/2005,9/3/2007,11/18/2008,2.6712,3.8822,4,2,7500000,3,software,0,0,1,1,0,0,1.5,1,1,0,0
CA,95134,San Jose,NeoGuide Systems,1,1/1/2000,9/29/2006,9/29/2006,6.7479,6.7479,3,1,25000000,1,biotech,0,0,0,0,1,0,1.0,1,1,0,0
CA,95054,Santa Clara,Accept Software,1,1/1/2002,9/16/2005,12/14/2010,3.7096,8.9562,7,4,25305000,1,software,1,0,1,1,1,0,2.0,1,1,1,0
CA,94301,Palo Alto,Milo,1,1/1/2008,11/1/2008,11/24/2009,0.8356,1.8986,21,2,4950000,3,web,0,1,1,0,0,0,12.5,1,1,1,0
CA,95054,Santa Clara,Mimosa Systems,1,8/29/2003,12/5/2005,1/12/2010,2.2712,6.3781,8,6,53816776,0,software,1,0,0,1,1,1,5.0,1,1,1,0
NY,10003,New York,Surphace,1,6/1/2005,4/1/2005,5/1/2006,-0.1671,0.9151,15,2,3500000,4,web,0,0,1,1,0,0,5.5,1,1,0,0
CA,94041,Mountain View,Cloudmeter,1,4/1/2007,4/27/2012,4/27/2012,5.0767,5.0767,7,1,5000000,2,enterprise,0,0,1,0,0,0,1.0,0,1,0,0
CA,94010,Burlingame,Zecter,1,6/1/2007,6/1/2007,12/14/2009,0.0,2.5397,9,3,2515000,3,network_hosting,1,1,1,0,0,0,1.6667,1,1,1,0
MA,1851,Lowell,Dimdim,1,1/1/2006,2/1/2007,7/1/2008,1.0849,2.4986,10,2,8400000,3,web,0,0,1,1,0,0,2.0,1,1,0,0
CA,90405,Santa Monica,TeleFlip,0,1/1/2004,8/1/2006,1/1/2008,2.5836,4.0027,5,2,4900000,3,mobile,0,0,1,1,0,0,1.0,1,1,0,0
WA,98004,Bellevue,MessageGate,0,1/1/2001,4/18/2005,4/18/2005,4.2959,4.2959,3,1,5000000,1,software,1,0,0,0,0,0,5.0,1,0,1,1
NY,11797,Woodbury,Cloverleaf Communications,1,1/1/2001,6/28/2005,6/28/2005,4.4904,4.4904,2,1,11000000,0,public_relations,0,0,0,0,1,0,3.0,1,1,0,0
CA,95054,Santa Clara,SkyPilot Networks,1,1/1/2000,1/1/2001,4/1/2008,1.0027,8.2548,6,4,68400000,0,mobile,1,0,1,0,1,1,4.0,1,1,1,0
CA,94103,San Francisco,Zencoder,1,1/1/2007,2/1/2010,4/12/2011,3.0877,4.2795,7,2,2000000,2,software,0,1,1,0,0,0,8.5,1,1,1,0
NY,10010,New York,Storm Exchange,0,4/1/2006,12/1/2006,3/4/2008,0.6685,1.926,2,2,10800000,1,enterprise,1,0,1,0,0,0,2.0,1,1,1,0
NY,10003,New York,The Huffington Post,1,5/9/2005,5/1/2005,8/1/2010,-0.0219,5.2329,31,5,37000000,3,news,1,0,1,1,1,0,2.5,1,1,1,0
CA,94043,Mountain View,Exaprotect,1,1/1/2004,7/10/2006,7/10/2006,2.5233,2.5233,5,1,7660000,3,security,0,0,1,0,0,0,6.0,1,1,0,0
MA,1460,Littleton,Akorri Networks,1,1/1/2005,5/5/2005,3/23/2010,0.3397,5.2247,5,4,48730000,3,software,1,0,1,1,1,0,3.0,1,1,1,0
CA,90032,Los Angeles,Giiv,0,1/1/2009,1/1/2009,6/1/2010,0.0,1.4137,1,2,3350000,1,messaging,0,1,1,0,0,0,2.5,1,1,1,0
CA,91203,Glendale,MyShape,0,9/1/2003,7/17/2007,11/10/2010,3.8767,7.1973,3,4,28000000,2,ecommerce,1,0,0,1,1,0,3.0,1,1,1,0
TX,78701,Austin,BlackLocus,1,1/1/2010,7/1/2011,7/1/2011,1.4959,1.4959,5,1,2500000,1,analytics,0,0,1,0,0,0,2.0,1,1,0,0
IL,60610,Chicago,FeedBurner,1,2/1/2004,6/1/2004,4/1/2005,0.3315,1.1644,16,2,8000000,4,web,0,0,1,1,0,0,4.0,1,1,0,0
NY,10011,New York,DailyBurn,1,10/1/2007,5/1/2008,5/26/2009,0.5836,1.6521,6,2,540000,2,web,0,1,0,0,0,0,2.5,1,0,1,1
CA,94107,San Francisco,CastTV,1,1/1/2006,1/1/2006,4/1/2007,0.0,1.2466,4,2,3100000,4,games_video,0,1,1,0,0,0,2.0,1,1,1,0
NY,10001,New York,Venmo,1,4/4/2009,5/7/2010,8/1/2011,1.0904,2.326,8,2,1200000,2,mobile,0,1,1,0,0,0,6.0,1,1,1,0
NY,10017,New York,WeShow,0,6/1/2007,6/1/2007,6/1/2007,0.0,0.0,2,1,5000000,1,games_video,0,0,1,0,0,0,2.0,0,1,0,0
CA,CA 94105,San Francisco,SenSage,1,8/18/2004,4/18/2005,1/1/2012,0.6658,7.3753,6,6,37079000,1,security,1,0,0,0,1,1,3.8,1,1,1,0
MA,1821,Billerica,Luminus Devices,1,1/1/2002,5/1/2006,3/1/2013,4.3315,11.1699,3,4,135826373,2,other,0,0,0,1,0,1,4.3333,1,1,0,0
CA,92121,San Diego,Tapioca Mobile,0,1/1/2008,9/1/2007,3/25/2008,-0.3342,0.2301,5,2,5000000,0,mobile,1,1,0,0,0,0,1.0,1,0,1,1
NY,10012,New York,BestVendor,1,1/1/2011,3/18/2011,2/1/2012,0.2082,1.0849,3,4,4200000,3,software,0,1,1,0,0,0,3.0,1,1,1,0
WA,98104,Seattle,Local Marketers,0,1/1/2005,7/31/2008,7/31/2008,3.5808,3.5808,3,1,4100000,3,web,1,0,0,0,0,0,1.0,1,0,1,1
CA,95030,Los Gatos,Eyeona,0,1/1/2011,10/10/2011,10/10/2011,0.7726,0.7726,3,1,2000000,2,web,0,0,0,0,0,0,1.0,0,0,0,0
CO,80021,Broomfield,ColdSpark,1,1/1/2001,1/1/2006,1/1/2006,5.0027,5.0027,3,1,6500000,1,software,1,0,0,0,0,0,1.0,1,0,1,1
CA,94404,Foster City,Etology,0,6/1/2005,11/13/2006,11/13/2006,1.4521,1.4521,0,1,4000000,0,web,0,0,1,0,0,0,3.0,0,1,0,0
CA,94040,Mountain View,Wander (f. YongoPal),0,1/1/2010,4/1/2010,1/1/2011,0.2466,1.0,3,5,185000,1,mobile,1,1,0,0,0,0,2.0,1,0,1,1
OR,97214,Portland,CrowdCompass,1,4/1/2009,12/11/2011,12/11/2011,2.6959,2.6959,5,1,1300000,2,mobile,0,0,1,0,0,0,1.0,0,1,0,0
NY,10011,New York,Right Media,1,1/1/2003,10/17/2006,10/17/2006,3.7945,3.7945,21,1,45000000,0,advertising,0,0,0,1,0,0,1.0,0,1,0,0
MA,2111,Boston,Goby,1,7/1/2008,10/20/2010,10/20/2010,2.3041,2.3041,4,1,2500000,3,search,0,0,1,0,0,0,2.0,1,1,0,0
TX,78701,Austin,FiveRuns,1,2/1/2005,9/1/2005,10/28/2007,0.5808,2.737,11,2,9200000,2,web,0,0,1,1,0,0,1.0,1,1,0,0
CA,90211,Beverly Hills,GeekStatus,0,8/1/2010,2/10/2009,6/12/2010,-1.4712,-0.1369999999999999,0,4,435953,0,web,0,1,0,0,0,0,1.0,0,0,1,1
CT,6103,Hartford,MOLI,0,1/1/2008,1/1/2007,1/1/2008,-1.0,0.0,9,2,55600000,2,network_hosting,0,0,1,1,0,0,2.0,0,1,0,0
CO,80111,Greenwood Village,TrenStar,1,1/1/2001,4/6/2007,4/6/2007,6.263,6.263,2,1,10000000,1,software,1,0,0,0,0,0,1.0,0,0,1,1
WA,98109,Seattle,World Blender,0,1/1/2010,11/1/2010,11/1/2010,0.8329,0.8329,3,1,12000,1,games_video,0,1,0,0,0,0,1.0,1,0,1,1
MD,20742,College Park,Zymetis,0,1/1/2006,1/11/2010,1/31/2010,4.0301,4.0849,3,2,2257464,0,biotech,1,0,0,0,0,0,1.0,0,0,1,1
NY,10003,New York,Dispatch,1,5/1/2011,7/1/2011,11/10/2011,0.1671,0.5288,4,2,983000,2,messaging,0,1,0,0,0,0,6.0,1,0,1,1
CA,90015,Los Angeles,HauteLook,1,12/1/2007,5/12/2009,6/3/2010,1.4466,2.5068,15,2,41000000,2,fashion,0,0,0,1,1,0,1.5,1,1,0,0
TX,75001,Addison,Semantra,0,1/1/2003,9/1/2006,7/22/2008,3.6685,5.5589,0,3,9100000,0,software,1,0,0,1,1,0,1.0,0,1,1,0
CA,94558,Napa,Inertia Beverage Group,0,10/22/2004,4/2/2007,1/1/2012,2.4438,7.1973,6,3,25500100,3,software,1,0,0,1,0,0,2.5,1,1,1,0
CA,94103,San Francisco,Sponge,1,1/1/2010,4/19/2010,4/19/2010,0.2959,0.2959,3,1,400000,2,web,0,1,0,0,0,0,1.0,1,0,1,1
NY,10119,New York,Genesis Networks,1,1/1/2002,9/26/2006,5/6/2010,4.737,8.3479,4,10,22165091,0,network_hosting,1,0,0,1,0,0,2.0,1,1,1,0
CA,94110,San Francisco,Mogad,1,6/1/2007,8/1/2007,8/1/2007,0.1671,0.1671,4,1,500000,2,network_hosting,0,0,1,0,0,0,4.0,1,1,0,0
CA,94041,Mountain View,Meebo,1,2/1/2005,10/1/2005,12/20/2010,0.6629999999999999,5.8849,29,5,70000000,4,web,0,0,1,1,1,1,2.8,1,1,0,0
IL,60143,Itasca,Accertify,1,3/1/2007,6/3/2008,5/4/2010,1.2603,3.1781,6,2,4700000,1,security,1,0,1,0,0,0,1.0,1,1,1,0
MA,2142,Cambridge,N2N Commerce,1,1/1/2006,1/3/2008,1/3/2008,2.0055,2.0055,1,1,30000000,1,ecommerce,1,0,0,0,0,0,2.0,1,0,1,1
MA,2421,Lexington,StreamBase Systems,1,1/1/2003,1/24/2005,5/18/2012,2.0658,9.3836,13,5,39000000,1,software,0,0,0,1,1,1,3.25,1,1,0,0
CA,95054-2913,Santa Clara,Provigent,1,1/1/2000,6/7/2006,12/29/2008,6.4356,9.0,10,3,32000000,1,semiconductor,0,0,0,0,0,1,3.0,1,1,0,0
MA,2451,Waltham,Navic Networks,1,1/3/2000,2/14/2000,2/26/2001,0.1151,1.1507,7,3,42000000,0,advertising,0,0,1,1,1,0,2.6667,1,1,0,0
CA,92618,Irvine,Integrien,1,1/1/2001,5/16/2005,5/11/2010,4.3726,9.3616,5,3,24510540,2,enterprise,1,0,1,1,0,0,2.6667,1,1,1,0
CA,94301,Palo Alto,Generic Media,0,1/1/2000,8/26/2005,8/26/2005,5.6548,5.6548,0,1,2500000,0,software,1,0,0,0,0,0,2.0,1,0,1,1
FL,33618,Tampa,Persystent Technologies,1,1/1/2002,8/8/2005,12/3/2009,3.6027,7.926,1,3,21460663,2,software,0,0,0,1,1,1,4.5,1,1,0,0
NY,10013,New York,WireImage,1,1/1/2001,5/8/2006,5/8/2006,5.3507,5.3507,6,1,15000000,0,games_video,0,0,0,0,1,0,4.0,1,1,0,0
CA,94110,San Francisco,Hello Chair,0,1/1/2006,6/1/2007,4/12/2010,1.4137,4.2795,5,2,889999,2,mobile,1,1,0,0,0,0,3.5,1,0,1,1
CA,94404,Foster City,Encentuate,1,1/1/2001,3/22/2005,3/22/2005,4.2219,4.2219,6,1,16000000,1,software,0,0,0,1,0,0,3.0,1,1,0,0
CA,94104,San Francisco,Consorte Media,1,7/1/2005,12/1/2007,12/1/2007,2.4192,2.4192,5,1,7000000,4,web,0,0,0,1,0,0,2.0,1,1,0,0
NY,10004,New York,Triples Media,0,6/1/2010,3/1/2011,3/1/2011,0.7479,0.7479,3,2,100000,0,advertising,0,1,0,0,0,0,1.0,0,0,1,1
NY,10011,New York,RightsFlow,1,10/1/2007,8/26/2009,8/26/2009,1.9041,1.9041,13,1,1500000,3,music,0,0,1,0,0,0,1.0,0,1,0,0
WA,98104,Seattle,thePlatform,1,1/1/2000,1/12/2006,1/12/2006,6.0356,6.0356,19,1,8000000,4,web,1,0,0,0,0,0,1.0,1,0,1,1
CA,90401,Santa Monica,Docstoc,1,8/1/2007,11/1/2007,4/28/2008,0.2521,0.7425,22,2,4000000,4,web,0,0,1,1,0,0,3.0,1,1,0,0
CA,94110,San Francisco,TwtBks,0,6/20/2009,6/26/2009,6/26/2009,0.0164,0.0164,3,1,25000,0,web,0,1,0,0,0,0,1.0,0,0,1,1
CA,94063,Redwood City,Zenprise,1,1/1/2003,6/6/2005,1/1/2012,2.4301,9.0055,10,6,64630000,3,mobile,1,0,0,1,1,0,3.6667,1,1,1,0
CA,94402,San Mateo,Picateers,0,1/1/2005,1/1/2006,8/25/2008,1.0,3.6493,10,2,12100000,1,web,0,0,1,1,0,0,1.0,1,1,0,0
CA,94111,San Francisco,Vontu,1,1/1/2001,3/21/2005,8/11/2006,4.2192,5.6110000000000015,9,2,20000000,1,software,0,0,0,0,1,1,4.5,1,1,0,0
TX,78759,Austin,NextIO,0,1/1/2003,1/11/2005,5/17/2012,2.0301,9.3808,10,4,49600000,1,hardware,0,0,0,1,1,0,2.6667,1,1,0,0
